text,sentiment
"_hypnotic oh thanx, just when i thought ilost it, iappreciate it",neutral
"horrible dreams last night  also had one in which i was employed...sigh, if only.",neutral
Feeling bad that  didnt get to see UP,negative
proper cba with out!,neutral
" need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",positive
" thanks for the follow, your family photo is beautiful  happy mother`s day to your wife!",positive
 they are having a closing down sale !    does not look good.,negative
 I`m with ya on that one girl!,neutral
" Feel your pain with the hayfever - forgot to take mine yesterday, again.",negative
_k_renee On a Saturday? Not so cool friend. Same job  Different position! Let me know when your in town again!!! Miss U,negative
 Well I can`t get Cupcake because I can`t connect to T-Mobile`s network because my SIM card is corrupted,negative
It`s car crash tv at it`s worst.,negative
Digging a downloaded film with mi familia. We love iTunes,positive
Bed. Church in the morning. Happy mothers day,positive
shouts out to  and ,negative
Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to read,neutral
 Better than what I did to my MacBook keyboard yesterday! (Spilled a whole cup of hot chocolate on it.),negative
 i`m doing awesome! Rachel N had a bday party today  it was fun. Btw have you seen  Sam`s prom pix? They`re GORGEOUS!,positive
"2 days of this month left, and I only have 400MB left on my onpeak downloads.",neutral
"@_dritan Dam you, I want an #android, stupid only rogers",negative
 Ozzy isn`t following you yet,neutral
  what`s that? The sun? No sign here,neutral
Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,neutral
Blah. Work at job one all day and job two all night.,negative
ok...so i`m Twittin from my computer...its gonna be bad when i get on my phone.. cause ima be lost like ****,negative
Finishing up my last Friday at Olive Crest,neutral
 everything okay?,neutral
The puppy is sick  and some one put they hands on my momma >:-|,negative
is it normal for a masseusse to fully massage your buttocks? I swear she was a quarter inch from a medical exam..,neutral
"  Well, I still can`t wait for the one shot.",neutral
_ If I called your cell phone would you let me talk to your teacher?,neutral
Dang I just realized how bad my eyes have gotten,negative
"  Yes. But, Cute AND Predictable works for you...",positive
 _hussein i have to wake up earlier than i thought.. my dad wants me to take him food at 9AM! no0o0o0o!,negative
" thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",neutral
is maxin and relaxin... ahhh,positive
Having dinner at Jiuliani`s with family YUM!!!,positive
I want some cheese fries from fontanas.,neutral
Inspection went fine ... they like the house woopee. Would just be nice if it had been this morning so I could have done stuffs today,positive
 IronPython + Windows Mobile is a no-go. Compact Framework doesn`t support Reflection.Emit.,neutral
 That just means you were not trying hard enought,negative
 aww  I have to go to class on that day... So imma do some weird half day thing just cause I wanna see what it`s about,negative
Whats is up with me! I am spilling everything,negative
 lame,negative
"Our jazz band freakin` KICKED ****!! Good job, team!",positive
"Depressing day today, have to pack as leaving ridiculously early tomoro.",negative
" yeah, its super **** today   Stupid writing!  ugh",negative
Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be >$2000. may need to take him back to humane society,neutral
should be going to bed but cannot sleep right now.,negative
"writing out mother`s day cards to mom, aunts, and AMYYYY can`t wait for her to be a mommy",positive
 haha they might! good luck if you`re taking it as well  i`m hoping I get a 1 for putting my name down,positive
" ah, I misunderstood your message. but really dislike the F word in the url   good luck with the march",neutral
_val_4_now not sure what youre talking about...im not on a ferris wheel im on my couch!,neutral
Today I`m lonley girl with a guitar,neutral
 my tvs not working  i wanna watch vhits :`(,negative
 morning to u,neutral
 Yes I do! And I`m still almost at my Gmail storage ceiling! ARGH! I am being FORCED to delete stuff.... or buy more space.,negative
"two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado",neutral
"Cleaned four bathrooms this afternoon....(yes, go ahead and feel sorry for me...lol)....mine are still waiting for my attention",negative
argh! why why why,negative
Happy Birthday husband,positive
Going to bed watching a bit of qi. Wake up tomorrow to face the start of my last summer in bath. Bit gutted atm to be home,negative
would love to say TGIF but working at 6am tomorrow,neutral
 is it for dinner? the amount for dinner ones is greater than say an afternoon snack. a pack for the day is prob ok.,positive
" sold, so i hit cash and just took the tax out of my tips. but then my drawer ended up being 5 dollars short  idk if its cause",negative
  I wish I could go. See ya at Warped for sure tho!,positive
up and listening to The Monsters.,neutral
 haha i wish i could! I look like a little boy now,positive
The time Is 3.50am and if finished my essay  I can have Sunday off  woop,positive
had fun at chel`s with nicole and cried watching benjamin button   exciting night i must say,neutral
 dinner appointment tonight,neutral
 I already know what happens on Supernatural.,neutral
" Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He`s in the nosebleeds, so really SHOUT out",neutral
"success! another paper demolished! the rock god lives on! 2 more...well, 1.5 to go. Yes!!! out to celebrate awesomeness ...",positive
" i`m not at chaseton`s either  please don`t die, my heart will be really sad",negative
HAPPY MOTHERS DAY TO ALL THE MOMS OUT THERE !!!,positive
"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",negative
 anything!,neutral
"Oops, forgot we are having a barbecue at work today! I didn`t need to pack a lunch after all",negative
 RogÃÂ¯ÃÂ¿ÃÂ½rio Minotouro will fight now!,negative
hurray twin girls born on this beautiful May day,positive
I really need to update this more.,neutral
 eww  What r u doing atm?,neutral
" ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don`t know!",neutral
 i think  missed me tooo,negative
I want korean bbq so baddd but no one can come with me,negative
is wondering what happened to all those froggies at the potato farm!,negative
"_2008 Well, having to revise them!  Was to do some more gardening, now, I guess hoovering and some warcraft  Not played in a week !",neutral
 Yay! Tell her I said congrats,positive
" DAMMIT. I guess my baby daddy is some impostor then...i kid, i kid",negative
huh? its 1 am already? shucks,negative
Had an awesome lunch with the family & now dinner with the in-laws,positive
 I need them  It would`ve made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,positive
  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,neutral
 It`d be really hard to give up my chocolate while reading.  Does chocolate count as a food?,negative
 I`m good! thx.  and how are u? what are u doing?,positive
Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,negative
 i`ll do whatev but i dont have anything to wear,neutral
" i`ve sent a twitter invite to poet friends, i`m hoping they will come poetize, would love 2 see more poets here  #poets",positive
I`m Back and I see I missed Truck and Fish on ,negative
" If a Cong govt was ruling Karnataka, Cauvery wouldn`t have found a mention  Truly, our politicians have no integrity.",negative
asda ready meal - i don`t think i`ll ever be the same again,negative
 does that mean your going to block me?,neutral
" haha, def. That song is EPIC, have fun  i`m listening to new FNB",positive
ugh. I totally can`t sleep.,negative
" Nerves I think, Im not sure",neutral
Home Sweet home <3  Going to see Hannah Montana The Movie AGAIN today <3 DDD,positive
Home lost the baseball game by 1 friggin` point!  Now I`m gonna scrap.,negative
"went on a ride to tortilla flats this morning with , a little warm, but a nice ride none the less",positive
 whahahah thank you,positive
" READY!!!!!  ... I`ve heard Bobo probobly 100 times , also BoboByeBye!!",neutral
 was there yet another semi final tonight?,neutral
"Well, I made the list look better, but I can`t do anything about the number pictures, since I already closed that tab.",neutral
watching keeping up with the kardashian on youtube,neutral
"  Good morning, gents!  How are ya today?",neutral
If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,negative
" it`s ok.  I`ll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",neutral
"dont worry baby i`ll eat sum cake for the both of us , i`ll hit u up wen i get back. bye, dont eat too much at home",neutral
Miley Stevens - Waterhouse is at Jhy`s house  http://apps.facebook.com/catbook/profile/view/6402509,neutral
" OHMIGOD, I would have loved that. Alas, there was just lots of gun play. No dancing",neutral
"home=san diego, why did the san jose weather fallow me",neutral
